time,EEG_amplitude
0,3.9249050618519163
1,4.924905061851916
2,2.9249050618519163
3,1.9249050618519163
4,-6.075094938148084
5,1.9249050618519163
6,-8.075094938148084
7,-5.075094938148084
8,-0.07509493814808366
9,0.9249050618519163
10,5.924905061851916
11,1.9249050618519163
12,-0.07509493814808366
13,4.924905061851916
14,9.924905061851916
15,3.9249050618519163
16,1.9249050618519163
17,-14.075094938148084
18,-11.075094938148084
19,-10.075094938148084
20,-0.07509493814808366
21,2.9249050618519163
22,2.9249050618519163
23,5.924905061851916
24,1.9249050618519163
25,-2.0750949381480837
26,2.9249050618519163
27,0.9249050618519163
28,-0.07509493814808366
29,-5.075094938148084
30,-0.07509493814808366
31,2.9249050618519163
32,-2.0750949381480837
33,0.9249050618519163
34,0.9249050618519163
35,0.9249050618519163
36,1.9249050618519163
37,1.9249050618519163
38,1.9249050618519163
39,-9.075094938148084
40,-7.075094938148084
41,1.9249050618519163
42,6.924905061851916
43,0.9249050618519163
44,-3.0750949381480837
45,-0.07509493814808366
46,2.9249050618519163
47,1.9249050618519163
48,3.9249050618519163
49,4.924905061851916
50,-15.075094938148084
51,-1.0750949381480837
52,-1.0750949381480837
53,-0.07509493814808366
54,-5.075094938148084
55,-3.0750949381480837
56,3.9249050618519163
57,0.9249050618519163
58,1.9249050618519163
59,-0.07509493814808366
60,-0.07509493814808366
61,3.9249050618519163
62,3.9249050618519163
63,5.924905061851916
64,2.9249050618519163
65,-3.0750949381480837
66,-8.075094938148084
67,-3.0750949381480837
68,-2.0750949381480837
69,2.9249050618519163
70,-5.075094938148084
71,-2.0750949381480837
72,0.9249050618519163
73,3.9249050618519163
74,1.9249050618519163
75,-4.075094938148084
76,5.924905061851916
77,-2.0750949381480837
78,-2.0750949381480837
79,-4.075094938148084
80,1.9249050618519163
81,1.9249050618519163
82,1.9249050618519163
83,6.924905061851916
84,2.9249050618519163
85,-0.07509493814808366
86,-4.075094938148084
87,-2.0750949381480837
88,-0.07509493814808366
89,-0.07509493814808366
90,0.9249050618519163
91,5.924905061851916
92,1.9249050618519163
93,-2.0750949381480837
94,-13.075094938148084
95,-6.075094938148084
96,2.9249050618519163
97,6.924905061851916
98,7.924905061851916
99,4.924905061851916
100,2.9249050618519163
101,-6.075094938148084
102,-7.075094938148084
103,-9.075094938148084
104,-1.0750949381480837
105,0.9249050618519163
106,4.924905061851916
107,-3.0750949381480837
108,3.9249050618519163
109,-0.07509493814808366
110,-0.07509493814808366
111,0.9249050618519163
112,0.9249050618519163
113,-0.07509493814808366
114,0.9249050618519163
115,-0.07509493814808366
116,0.9249050618519163
117,-1.0750949381480837
118,0.9249050618519163
119,-1.0750949381480837
120,-3.0750949381480837
121,-2.0750949381480837
122,2.9249050618519163
123,2.9249050618519163
124,-0.07509493814808366
125,0.9249050618519163
126,-3.0750949381480837
127,1.9249050618519163
128,8.924905061851916
129,-3.0750949381480837
130,-6.075094938148084
131,-9.075094938148084
132,-11.075094938148084
133,2.9249050618519163
134,6.924905061851916
135,5.924905061851916
136,2.9249050618519163
137,1.9249050618519163
138,-1.0750949381480837
139,-8.075094938148084
140,-0.07509493814808366
141,-0.07509493814808366
142,2.9249050618519163
143,1.9249050618519163
144,0.9249050618519163
145,-0.07509493814808366
146,0.9249050618519163
147,2.9249050618519163
148,0.9249050618519163
149,-5.075094938148084
150,0.9249050618519163
151,5.924905061851916
152,7.924905061851916
153,-14.075094938148084
154,-13.075094938148084
155,0.9249050618519163
156,2.9249050618519163
157,3.9249050618519163
158,5.924905061851916
159,2.9249050618519163
160,2.9249050618519163
161,-2.0750949381480837
162,-4.075094938148084
163,-2.0750949381480837
164,2.9249050618519163
165,1.9249050618519163
166,-5.075094938148084
167,-0.07509493814808366
168,-0.07509493814808366
169,2.9249050618519163
170,-2.0750949381480837
171,-3.0750949381480837
172,-5.075094938148084
173,-1.0750949381480837
174,3.9249050618519163
175,8.924905061851916
176,-1.0750949381480837
177,-6.075094938148084
178,1.9249050618519163
179,1.9249050618519163
