time	EEG_amplitude
0	-0.0
1	-0.00011366679591308349
2	-0.000293270243829562
3	6.640685242094258e-05
4	0.0010863702579607128
5	0.002706036113207848
6	0.0029888139705872823
7	0.0020911693975860534
8	0.004344793482765777
9	0.0038648873371676714
10	-0.009346203370558664
11	-0.01740842160320093
12	-0.00401947929279335
13	0.009765218889299682
14	0.014288044176250974
15	0.010730702679133399
16	-0.014883506925786608
17	-0.05466162855740076
18	-0.06780397935640224
19	-0.06280784265284726
20	-0.05749558838458892
21	-0.02784451888143651
22	0.01575162780973767
23	0.011886774877588208
24	-0.0450509358129451
25	-0.07404148395942318
26	-0.0562567148235185
27	-0.07166059968189004
28	-0.11254873864603826
29	-0.1291686058802193
30	-0.11557462112256395
31	-0.133046275518142
32	-0.1417388936274259
33	-0.11239428245631942
34	-0.15994026246002985
35	-0.26790392346312725
36	-0.2898736346686549
37	-0.25801274672651486
38	-0.30107382575752367
39	-0.27888325393605595
40	-0.16485575322155313
41	-0.12256699489516318
42	-0.11089303768059831
43	-0.09766616407391776
44	-0.13133888155420545
45	-0.16777208571683402
46	-0.196454782687278
47	-0.3156299393469875
48	-0.09845226431657252
49	0.3419571598526084
50	0.2934137463602822
51	0.04504067727234434
52	0.1279086393840726
53	0.1047560073011446
54	-0.25544835093198814
55	-0.26490161634890586
56	-0.07102144849365263
57	-0.20324782807791955
58	-0.09290692559011024
59	0.11217288177076001
60	-0.20700189825204224
61	-0.3251024628133092
62	0.08543562911029798
63	-0.14891174514451147
64	-0.9688549331132535
65	-0.9989421328058629
66	-0.6180021085648979
67	-0.480438297426423
68	-0.1501430599234907
69	0.2236862199583349
70	-0.1589597387118733
71	-0.46351756639732156
72	0.11470874097956699
73	-0.09340650096389852
74	-1.4521202804264013
75	-1.8807683770623518
76	-1.358666863297342
77	-1.4819209801926998
78	-2.001076873093621
79	-2.0516490099360714
80	-1.8815857012491284
81	-1.3126448581701566
82	-0.11731511723735157
83	0.25346824298507087
84	-0.8530878840152094
85	-1.406734732098485
86	-0.9295899668387321
87	-0.7646298601779966
88	-0.8579962405865288
89	-1.3051891135881812
90	-2.0498200924698584
91	-2.2162823392255833
92	-2.1808637544250193
93	-2.057595865458942
94	-0.9754472580791393
95	-0.33298565221445736
96	-1.3768084721712155
97	-2.0947613977338753
98	-1.5267762745086766
99	-1.509220371355268
100	-1.6852321266892674
101	-0.8723353577180784
102	-0.7370007761882795
103	-2.094224941283099
104	-2.554691241359917
105	-1.4763612759251998
106	-0.9575470890042598
107	-1.4753845957659735
108	-0.7662061484167842
109	0.8332474094563739
110	1.2584105523018896
111	1.2804539699210242
112	2.2130647896683233
113	3.115378370962971
114	2.666081672481127
115	1.561808405349495
116	0.5493245720838976
117	0.09653130162372571
118	0.8357938778534166
119	2.280493778198115
120	3.148076317672234
121	2.916807443271901
122	2.033879929967891
123	-0.03897222624060447
124	-2.176823606978663
125	-1.761263945895564
126	0.263077536066688
127	0.7297269450005476
128	2.775559054039182
129	2.1018492275223783
130	1.1656098109617614
131	3.144965817195415
132	3.4392035783910324
133	-0.38171349400656496
134	-2.0936770721671065
135	0.21311832985399878
136	1.795325603440629
137	3.3322998012559366
138	6.263446809141474
139	7.628226966060712
140	6.15646451417251
141	5.018562012471101
142	3.8486809396250767
143	1.586516560599916
144	-0.44293576871783813
145	-2.228740711202008
146	-3.1588644343272607
147	-0.663120610189921
148	1.5884298576074445
149	0.7762566350503979
150	2.8921135491296086
151	5.593122918187746
152	2.6399988930677196
153	0.7059604605981149
154	3.3676812440915795
155	5.19802080089245
156	6.731484969799555
157	7.841778840640733
158	6.5430308216972035
159	4.860649284970699
160	1.0035501558416084
161	-4.262258026755427
162	-6.3728244021572085
163	-6.322042459359282
164	-7.3851802585817605
165	-7.7181112568171635
166	-5.140341261794016
167	-0.19703587182308185
168	4.336438757246456
169	5.824118618418603
170	6.1513205371750335
171	5.681569909285971
172	4.659878466836886
173	4.708754188494878
174	3.3772407511689932
175	0.7619932771286616
176	-0.07567117025620393
177	0.20825988659979086
178	1.5044989484004538
179	3.1172381590575386
180	0.8013541505644515
181	-3.7830931349060006
182	-3.969933898769501
183	-3.2534315198522163
184	-4.505249583257568
185	-3.00869135077773
186	1.004830383785443
187	4.7812553402884586
188	7.519815838550752
189	6.950672421089766
190	3.787201126606889
191	-0.08748018281385465
192	-3.0475337312388024
193	-4.734394186813875
194	-5.279552336815514
195	-5.158192477692541
196	-4.011352248692186
197	-1.6398128633764195
198	2.1618344630574686
199	2.705737593477802
200	2.023285901041012
201	5.601460995192514
202	6.367871252875232
203	-0.09724926033861267
204	0.8150944508323891
205	9.662270961779335
206	10.85746512747812
207	4.768201300217439
208	0.08741788083167754
209	-5.241878815220284
210	-11.23385639983892
211	-11.90528932888679
212	-8.685747047471509
213	-4.233811769881258
214	1.6769052098987716
215	2.289276191511153
216	-2.925960640278416
217	-4.5715325760885746
218	-5.015769901143821
219	-10.410092695183275
220	-12.980454894594718
221	-11.196789769724871
222	-11.91346050970744
223	-10.729006645773843
224	-5.034141471380252
225	-4.209552737851969
226	-8.798590811866008
227	-7.988360493847942
228	-3.641872301192573
229	-5.66449487739121
230	-10.396646312852354
231	-9.795742312251816
232	-8.278968540531444
233	-10.847265718685254
234	-13.680482614194506
235	-12.387264191999673
236	-10.60898287464693
237	-7.397736715714157
238	-0.12682453032053556
239	0.823404817207521
240	-5.634112696222642
241	-8.081534707129432
242	-5.466920591445781
243	-1.3520107797652734
244	1.3426965095857997
245	2.0936023868556264
246	2.605143105795257
247	5.1278175571699975
248	6.925986755044293
249	5.701045209928326
250	2.672260180154849
251	-2.708059044794666
252	-5.31104206038681
253	-2.2214301791079056
254	0.6448513464994976
255	-5.936662833266381
256	-13.128358609053018
257	-8.675133292331513
258	-2.2898414862403254
259	-3.1129933072407714
260	-7.474305407221162
261	-9.702591744596637
262	-10.308685527719703
263	-14.235858052812265
264	-15.707323865636871
265	-8.81209097579763
266	-3.242089233829821
267	-6.086605688682137
268	-4.415699513605788
269	2.4187092191149113
270	7.03041041573928
271	5.913391985438864
272	-4.805132101109728
273	-18.270558082336834
274	-21.600900070334674
275	-14.629581304322908
276	-7.28526040600775
277	-5.533115477161235
278	-8.563091605826553
279	-10.417998165611502
280	-6.833742952266726
281	-7.174011399308856
282	-8.436486725942961
283	-1.0891803848205013
284	3.2383702376037804
285	-7.010641301710913
286	-22.052402595609227
287	-28.13226757219977
288	-28.271839672565292
289	-28.41119658464899
290	-24.40507076623807
291	-12.34793828108529
292	-4.358461508144066
293	-7.614519894807338
294	-4.075230098995164
295	6.356556418121645
296	8.027162207861869
297	6.74603325400114
298	-0.5090572208086274
299	-18.14614234021954
300	-26.251525433104252
301	-16.297734113914085
302	-8.61360972096089
303	-7.6358861685761
304	-5.628013942267588
305	-8.729523527104401
306	-13.231466327353376
307	-10.185752196505838
308	-7.8056086753193465
309	-8.882840101453063
310	-6.126267749574389
311	-0.18839142051994384
312	3.6861816806732364
313	3.701672374300862
314	-3.0328846468938817
315	-9.823443764189056
316	-9.505680445654269
317	-10.983222265709301
318	-10.666688771263237
319	-1.2824664329375277
320	10.7256479261492
321	21.367379265043382
322	32.82654858142518
323	41.79609355462846
324	41.95883921205311
325	28.756726111158944
326	10.606935469202217
327	2.043585553963767
328	-3.2055869657564684
329	-9.625009136056317
330	-5.877813585549264
331	9.668609082906698
332	24.948508479461196
333	34.98459749999996
334	40.86969934904788
335	43.71363252086414
336	45.41635168556675
337	38.20510610458954
338	23.932496323198137
339	14.638327133418235
340	7.239267152594548
341	-4.145735394245214
342	-12.450480376295115
343	-6.946900301318453
344	5.748481332886179
345	15.338604419156143
346	19.3905422779448
347	19.052890173949255
348	16.698655539260876
349	11.0961671288017
350	2.61970599494515
351	-3.471412773658018
352	-1.0348877526469595
353	12.465408508057884
354	18.25084455022983
355	8.013710941415509
356	3.0822394792578405
357	3.091610818555215
358	-4.793714154438898
359	-11.059319040050806
360	-10.674148690068122
361	-15.736178045039392
362	-23.35005970280315
363	-26.369268463186206
364	-19.679066392554773
365	-7.43697154327985
366	-8.733779043050664
367	-11.743455334334405
368	0.19799949046919757
369	10.91908416423292
370	4.499002295540192
371	-5.405386754688671
372	-12.336854981023809
373	-26.24036689975809
374	-39.34756531763667
375	-34.65721402729516
376	-23.825296271294576
377	-21.258498688070667
378	-19.556143431895475
379	-20.926020240386155
380	-35.98257701458556
381	-44.47707257243379
382	-39.7077836644858
383	-37.581395002763514
384	-39.008641535398745
385	-41.33499175461826
386	-47.2531373725044
387	-51.851421961736946
388	-48.37282149670939
389	-39.91742198268422
390	-34.585462001408814
391	-31.94580964748568
392	-28.385663755901277
393	-35.27170456791358
